character,dialog,episode,season
Jet,"I guess something you said got through to him. Anyhow, he went out on a scouting mission with Pipsqueak and Smellerbee.",10.0,1.0
Katara,I'm glad he cooled off. He's so stubborn sometimes.,10.0,1.0
Jet,"All right, we're here. Underground water's trying to escape through these vents. I need you guys to help it along.",10.0,1.0
Katara,I've never used bending on water I can't see. I don't know ... ,10.0,1.0
Jet,Katara. You can do this.,10.0,1.0
Aang, What about me?,10.0,1.0
Jet,I know the Avatar can do this.,10.0,1.0
Jet,Yes! Good job! This river empties into the reservoir--a few more geysers and it'll be full.,10.0,1.0
Aang,"Look, there's another steam vent. ",10.0,1.0
Jet,"Okay. You two keep it up, I'll go check on things at the reservoir. ",10.0,1.0
Katara,When we're done we'll meet you over there.,10.0,1.0
Jet,Actually ... probably better if you meet me back at the hideout when you're done. ,10.0,1.0
Aang," I bet that's enough, and I'm not just saying that to be lazy. ",10.0,1.0
Katara,Let's catch up with Jet at the reservoir.,10.0,1.0
Aang,I thought we agreed to meet Jet back at the hideout.,10.0,1.0
Katara,"Well, we finished early. I'm sure he'll be happy to see us.",10.0,1.0
Smellerbee,"Come on, move along!",10.0,1.0
Sokka,How can you stand by and do nothing while Jet wipes out a whole town?,10.0,1.0
Pipsqueak,"Hey listen Sokka, Jet's a great leader. We follow what he says, and things always turn out okay. ",10.0,1.0
Sokka,"If that's how Jet leads, then he's got a lot to learn. ",10.0,1.0
Smellerbee,Hey! ,10.0,1.0
Sokka,"While you two are up there, you might want to practice your knot work. ",10.0,1.0
Pipsqueak,"Hey Smellerbee, you gonna eat your lychee nuts?  Ooh. ",10.0,1.0
Katara,What are they doing?,10.0,1.0
Aang,"Hey, those are the red barrels he got from the Fire Nation.",10.0,1.0
Katara,Why would they need blasting jelly? ,10.0,1.0
Aang,Because Jet's gonna blow up the dam.,10.0,1.0
Katara,"What? No, that would destroy the town. Jet wouldn't do that. ",10.0,1.0
Aang,I've gotta stop him. ,10.0,1.0
Katara, Jet wouldn't do that.,10.0,1.0
Jet,Yes I would.,10.0,1.0
Katara,"Jet, why?",10.0,1.0
Jet,"Katara, you would too if you just stopped to think. Think about what the Fire Nation did to your mother, we can't let them do that to anyone else, ever again.",10.0,1.0
Katara,This isn't the answer!,10.0,1.0
Jet,"I want you to understand me Katara. I thought your brother would understand, but—",10.0,1.0
Katara,Where's Sokka? ,10.0,1.0
Jet,Katara.,10.0,1.0
Aang,I need to get to the dam.,10.0,1.0
Jet,You're not going anywhere without your glider.,10.0,1.0
Aang,"I'm not gonna fight you, Jet.",10.0,1.0
Jet, You'll have to if you want your glider back.,10.0,1.0
Katara,"Why, Jet? I can't believe I trusted you. You lied to me, you're sick and I trusted you!  What are you doing?",10.0,1.0
Jet,You're too late.,10.0,1.0
Katara, No!,10.0,1.0
Aang," Sokka's still out there, he's our only chance.",10.0,1.0
Katara,"Come on, Sokka. I'm sorry I ever doubted you, please.",10.0,1.0
Katara, No ...,10.0,1.0
Aang,Sokka didn't make it in time.,10.0,1.0
Katara,"All those people ...  Jet, you monster!",10.0,1.0
Jet,"This was a victory, Katara. Remember that. The Fire Nation is gone and this valley will be safe.",10.0,1.0
Sokka,"It will be safe, without you. ",10.0,1.0
Katara,Sokka!,10.0,1.0
Sokka,"I warned the villagers of your plan, just in time.",10.0,1.0
Jet,What?!,10.0,1.0
Sokka," At first they didn't believe me. The Fire Nation soldiers assumed I was a spy. But one man vouched for me, the old man you attacked. He urged them to trust me, and we got everyone out in time. ",10.0,1.0
Little girl, Misses Pretty! ,10.0,1.0
Jet,"Sokka, you fool! We could've freed this valley!",10.0,1.0
Sokka,Who would be free? Everyone would be dead.,10.0,1.0
Jet,You traitor!,10.0,1.0
Sokka,"No, Jet. You became the traitor when you stopped protecting innocent people.",10.0,1.0
Jet,"Katara. Please, help me.",10.0,1.0
Katara,Goodbye Jet. ,10.0,1.0
Sokka,Yip yip. ,10.0,1.0
Aang,We thought you were going to the dam. How come you went to the town instead?,10.0,1.0
Katara,"Let me guess, your instincts told you.",10.0,1.0
Sokka," Hey, sometimes they're right.",10.0,1.0
Aang:,"Um ... Sokka? You know we're going the wrong way, right? ",10.0,1.0
Sokka,And sometimes they're wrong. ,10.0,1.0
Katara,"Um, aren't you forgetting the tarp?",11.0,1.0
Sokka,"Right, got it ... ",11.0,1.0
Katara,"Sokka, you're supposed to put the tarp  on top  of the tent. You know, so we don't get rained on? ",11.0,1.0
Sokka,"Ordinarily, you'd be right, but seeing how it's the dry season, you're not. Besides that tarp makes a pretty warm blanket.",11.0,1.0
Katara,But what if it does rain?,11.0,1.0
Sokka, What if it doesn't? Then I would have put up the tarp for nothing.,11.0,1.0
Katara, You're infuriating!,11.0,1.0
Sokka,"Katara, why don't you worry about gathering firewood, because that kindling is looking pretty sorry.",11.0,1.0
Katara," Well, if you don't like my firewood- ",11.0,1.0
Sokka," Fine by me, if you're not gonna do your job- ",11.0,1.0
Aang,"Okay, I got the grub if you guys got the-  hey, where's the campfire? And what happened to the tent?",11.0,1.0
Sokka,"Why don't you ask Miss Know-It-All, Queen of the Twigs.",11.0,1.0
Katara,"Oh yeah? Well, you're Mister Lazy Bum, King of the  Tents! ",11.0,1.0
Aang," Okay, listen guys, harsh words won't solve problems, action will. Why don't you just switch jobs?",11.0,1.0
Katara,Sounds good.,11.0,1.0
Sokka, Whatever.,11.0,1.0
Aang," You see that? Settling feuds and making peace, all in a day's work for the Avatar.  Come on, Momo, that's fair. Appa's got five stomachs. ",11.0,1.0
Aang,"There it is, guys, The Great Divide.",11.0,1.0
Katara," Wow, I could just stare at it forever. ",11.0,1.0
Sokka,"Okay, I've seen enough.",11.0,1.0
Katara,How can you not be fascinated Sokka? This is the largest canyon in the entire world.,11.0,1.0
Sokka,Then I'm sure we'll be able to see it very clearly from the air while we fly away.,11.0,1.0
Gan Jin tribesman," If you're looking for the canyon guide, I was here first!",11.0,1.0
Katara,"Ooh, canyon guide? Sounds informative.",11.0,1.0
Gan Jin tribesman,"Believe me, he's more than a tour guide, he's an earthbender,  and the only way in and out of the canyon is with his help, and he's taking  my  tribe across next.",11.0,1.0
Sokka,"Calm down, we know you're next.",11.0,1.0
Gan Jin tribesman,You wouldn't be so calm if the Fire Nation destroyed  your  home and forced  you  to flee! My whole tribe has to walk thousands of miles to the capital city of Ba Sing Se.,11.0,1.0
Katara,You're a refugee!,11.0,1.0
Gan Jin tribesman,"Huh, tell me something I don't know.",11.0,1.0
Katara,Is that your tribe?,11.0,1.0
Gan Jin tribesman,"It most certainly is not! That's the Zhang tribe, a bunch of low-life thieves. They've been the enemies of my tribe for a hundred years.  Hey, Zhangs! I'm saving a spot for my tribe so don't even think about stealing it!",11.0,1.0
Zhang leader,Where are the rest of the Gan Jin? Still tidying up their camp site?,11.0,1.0
Gan Jin tribesman,"Yes, but they sent me ahead of them to hold a spot.",11.0,1.0
Zhang leader,I didn't know the canyon guide took reservations.,11.0,1.0
Gan Jin tribesman,"Ha, of course you didn't! That's the ignorance I'd expect from  a messy Zhang.  So unorganized and ill-prepared for a journey. ",11.0,1.0
Canyon guide,"Sorry about the wait, youngsters. Who's ready to cross this here canyon?",11.0,1.0
Katara,"Uh, one of them, I think. ",11.0,1.0
Gan Jin tribesman," I was here first, my party's on their way.",11.0,1.0
Canyon guide,I can't guide people who aren't here. ,11.0,1.0
Zhang leader, Guess you guys will have to make the trip tomorrow.,11.0,1.0
Gan Jin tribesman,"Wait, here they come! ",11.0,1.0
Zhang leader, You're not seriously gonna cave into these spoiled Gan Jins? I mean we're refugees too! And we've got sick people that need shelter.,11.0,1.0
Canyon guide,I ... uh ... well ...,11.0,1.0
Gan Jin tribesman,We've got old people who are weary from traveling.,11.0,1.0
Zhang leader,Sick people get priority over old people.,11.0,1.0
Gan Jin leader,Maybe you Zhangs wouldn't have so many sick people if you weren't such slobs.,11.0,1.0
Zhang leader,"If you Gan Jins weren't so  clean  , you wouldn't live to be so  old.",11.0,1.0
Katara," Well Aang, ready to put your peace-making skills to the test?",11.0,1.0
Aang,"I don't know, a fight over chores is one thing, but these people have been feuding for a hundred years.",11.0,1.0
Katara," Everybody listen up! This is the Avatar, and if you give him a chance, I'm sure he can come up with a compromise that will make everyone happy.",11.0,1.0
Aang,"Uh, you could  share  the earthbender and travel together?",11.0,1.0
Gan Jin leader,Absolutely not! We'd rather be taken by the Fire Nation than travel with those stinking thieves!,11.0,1.0
Zhang leader,We wouldn't travel with those pompous fools anyway! ,11.0,1.0
Aang," All right here's the deal, you're all going down together and Appa here will fly your sick and elderly across! Does that seem fair? ",11.0,1.0
Aang," Sorry, Appa, you'll have to do this on your own.",11.0,1.0
Sokka,"Aang, this feuding tribe stuff is serious business. Are you sure it's a good idea getting involved in this?",11.0,1.0
Aang," To tell you the truth, I'm not sure. But when have I ever been?",11.0,1.0
Katara,"He's the Avatar, Sokka, making peace between people is his job.",11.0,1.0
Sokka, His job's gonna make us cross this whole thing on foot isn't it? ,11.0,1.0
Canyon guide,"Okay, now comes the bad news.  No food allowed in the canyon, it attracts   dangerous  predators. ",11.0,1.0
Gan Jin Leader,No food?! This is ridiculous.,11.0,1.0
Canyon guide,"Oh, you babies can go a day without food? Would you rather be hungry, or dead?  Now, we're heading down in ten minutes. All food better be in your gut or in the garbage!",11.0,1.0
Aang," Appa's going to take good care of you 'till we get there.  See you on the other side, buddy! Yip yip! ",11.0,1.0
Aang,Nice bending!,11.0,1.0
Canyon guide,"The job's much more than bending, kid. Folks want information.  Many of you are probably wondering how canyons are formed. Experts tell us this canyon was most likely carved into the ground by earth spirits who were angry at local farmers for not offering them a proper sacrifice.",11.0,1.0
Canyon guide,"He he he, guess the spirits are still angry! Hope you all brought sacrifices.",11.0,1.0
Canyon guide,"Okay, everyone stand clear of the wall. ",11.0,1.0
Aang,Why'd you do that?,11.0,1.0
Canyon guide,"These people are fleeing the Fire Nation, aren't they? Gotta make sure we can't be followed. We'll be safe now. ",11.0,1.0
Sokka,"We gotta help him!  Okay, now we gotta help  me  ! ",11.0,1.0
Aang, What was that?,11.0,1.0
Canyon guide, Canyon crawler.  And there's sure to be more!,11.0,1.0
Katara,"Your arms, they're broken!",11.0,1.0
Canyon guide,"Without my arms, I got no bending. In other words-",11.0,1.0
Aang,We're trapped in this canyon.,11.0,1.0
Sokka,I thought the whole point of ditching our food was so we wouldn't have to deal with things like canyon crawlers.,11.0,1.0
Gan Jin leader,It's the Zhangs! They took food down here even after the canyon guide told them not to.,11.0,1.0
Zhang leader,"What? If there's anyone who can't go without food for a day, it's you pampered Gan Jins!",11.0,1.0
Gan Jin leader,I hope you're happy. We're stuck in this canyon with no way out.,11.0,1.0
Zhang leader,"Why don't you thank yourself, food hider?",11.0,1.0
Aang,"Look, sticking together is the only way to-",11.0,1.0
Zhang leader,I'm not walking another step with the likes of them!,11.0,1.0
Gan Jin leader,Now there's something we can agree on.,11.0,1.0
Aang, Any ideas?,11.0,1.0
Canyon guide,No bendng ... we need to get out of this canyon ... I won't die down here! I won't become part of the food chain!,11.0,1.0
Gan Jin leader,See! We're going to become part of the food chain because of you! ,11.0,1.0
Zhang leader,"Sure, unjustly blame the Zhangs like you always do!",11.0,1.0
Gan Jin leader,Gladly.,11.0,1.0
Aang," Enough! I thought I could help you guys get along, but I guess that's not gonna happen.  We should split up, Gan Jins on this side and Zhangs on that side. We'll travel in two separate lines.  Sokka, you go with the Zhangs and Katara, you go with the Gan Jins. See if you can find out why they hate each other so much.",11.0,1.0
Sokka,"So, you guys aren't going to put up your tarps?",11.0,1.0
Zhang leader,What for? Its the dry season.,11.0,1.0
Sokka,Exactly!,11.0,1.0
Zhang leader,"Besides, we like to use the tarp as a blanket.",11.0,1.0
Sokka," Finally, someone gets it!",11.0,1.0
Katara,You really think it'll rain?,11.0,1.0
Gan Jin leader,"No, but you can never be too careful, right?",11.0,1.0
Gan Jin leader,"Would you care for some bread, Katara?",11.0,1.0
Katara,So it was you guys who had food!,11.0,1.0
Gan Jin leader,"Oh come now, you really think that tribe of thieves isn't smuggling food? Why should my people go hungry when the sneaky Zhangs are stuffing their faces?",11.0,1.0
Katara," Well, I guess it's okay if everyone's doing it.  So, why does your tribe hate the Zhangs so much?",11.0,1.0
Gan Jin leader,"You seem like a smart girl Katara, I bet you would enjoy hearing some history.  The patriarch of our tribe, Jin Wei, was an earthbender warrior who was assigned an important duty, transporting our sacred orb from the great eastern gate, to the great western gate. Taking the orb from the east to the west represents the sun's rising and setting. It was our tribe's ancient redemption ritual. But as he approached the gate, Jin Wei was attacked by one of the Zhang, a vermin named Wei Jin, who looked at the orb with envy. That coward Wei Jin knocked Jin Wei to the ground, and stole our sacred orb.  Our people have never forgotten. You can never trust a Zhang.",11.0,1.0
Zhang leader, Care for some meat?,11.0,1.0
Sokka,Would I! ,11.0,1.0
Zhang leader,"I know what you must be thinking, we're horrible for endangering everybody by bringing food down here.",11.0,1.0
Sokka,Hm-hmm.,11.0,1.0
Zhang leader,"The Gan Jin think so badly of us, they probably assumed we brought food in and decided to bring food in themselves. That's why we brought food in.",11.0,1.0
Sokka, Hmm.,11.0,1.0
Zhang leader,"Our conflict with the Gan Jin goes back over a hundred years.  Our forefather Wei Jin was leaving the western gate of our village, when he saw a figure in the distance. It was a man of the Gan Jin tribe, Jin Wei, collapsed on the ground. Noble Wei Jin stopped to help him. Jin Wei was transporting a sacred orb, a very powerful relic used in his tribe's redemption ritual. Wei Jin tried to tend to the man's wounds but Jin Wei insisted the orb was more important, and asked him to take it back to his tribe. Kind Wei Jin promised to send help for the man as soon as he could, but as Wei Jin crossed the border to return the orb into Gan Jin territory, he was arrested. Instead of thanking him for his kind and selfless deed, they sentenced him to twenty long years in prison.  We Zhangs will never forget that injustice.",11.0,1.0
Sokka,That's just terrible.  You gonna finish that?,11.0,1.0
Aang,"Sure would be nice to be sitting around one of those campfires, telling stories and laughing. Its okay Momo, we'll be out of here soon enough, and then we can eat our weight in leechi nuts!  Nah, I'll wait for the leechi nuts.",11.0,1.0
